event_id,event_start_timestamp,from_grade,to_grade,operator_ramp_choice,ramp_duration_seconds,valve_wear_index,ambient_temp_c,prior_ash,max_abs_basis_weight_pct_dev,offspec_label,time_to_offspec_s,stabilization_time_seconds,stabilized_within_window,outcome_category,event_duration_seconds
57,2024-01-17 05:30:00,G3_HeavyBond,G2_StandardBond,True,465,0.08471225871692903,24.979975014404367,12.0,2.149415,0,,70.0,True,clean,2400
58,2024-01-17 06:20:00,G1_LightBond,G5_Newsprint,False,1090,0.48090403492218525,16.365447763644283,10.0,1.875552,0,,610.0,True,clean,2400
59,2024-01-17 07:10:00,G4_Kraft,G5_Newsprint,False,1250,0.49712367250877654,17.958314958074716,4.0,2.231331,0,,415.0,True,clean,2400
60,2024-01-17 08:00:00,G2_StandardBond,G3_HeavyBond,True,470,0.23206011619947603,25.06402413348049,4.0,1.457195,0,,0.0,True,clean,2400
61,2024-01-17 08:50:00,G4_Kraft,G5_Newsprint,True,405,0.21837365419264068,30.365369632172,12.0,5.526341,1,65.0,420.0,True,recovered,2400
62,2024-01-17 09:40:00,G3_HeavyBond,G5_Newsprint,False,1160,0.34770710453873144,21.218835593590704,4.0,1.819872,0,,485.0,True,clean,2400
63,2024-01-17 10:30:00,G2_StandardBond,G1_LightBond,True,400,0.32496795953522684,23.552973182007346,4.0,2.483256,0,,315.0,True,clean,2400
64,2024-01-17 11:20:00,G3_HeavyBond,G1_LightBond,False,1155,0.4066672318664844,15.0,8.0,2.063833,0,,715.0,True,clean,2400
65,2024-01-17 12:10:00,G1_LightBond,G3_HeavyBond,False,1220,0.3114007521753846,21.47526276128981,8.0,1.564175,0,,190.0,True,clean,2400
66,2024-01-17 13:00:00,G1_LightBond,G4_Kraft,False,1095,0.38668641318356006,20.95555450037854,12.0,1.654008,0,,25.0,True,clean,2400
67,2024-01-17 13:50:00,G3_HeavyBond,G1_LightBond,False,1200,0.40001804056956464,26.563483120019516,6.0,3.687947,1,430.0,1100.0,True,recovered,2400
68,2024-01-17 14:40:00,G3_HeavyBond,G2_StandardBond,False,1085,0.22020955837474981,24.779454918616064,8.0,1.979331,0,,320.0,True,clean,2400
69,2024-01-17 15:30:00,G1_LightBond,G2_StandardBond,True,470,0.6898657148522942,22.437660695521014,10.0,1.342745,0,,0.0,True,clean,2400
70,2024-01-17 16:20:00,G3_HeavyBond,G4_Kraft,False,1215,0.23541103667483293,20.573849905544463,10.0,1.122,0,,0.0,True,clean,2400
71,2024-01-17 17:10:00,G3_HeavyBond,G5_Newsprint,False,1320,0.36119147755417635,25.184170789735795,6.0,2.860523,1,625.0,320.0,True,recovered,2400
72,2024-01-17 18:00:00,G2_StandardBond,G5_Newsprint,False,1310,0.5423957256307099,20.03947648721233,4.0,2.015076,0,,470.0,True,clean,2400
73,2024-01-17 18:50:00,G5_Newsprint,G1_LightBond,False,1310,0.3602675143515985,23.97668695384976,4.0,2.520459,1,725.0,435.0,True,recovered,2400
74,2024-01-17 19:40:00,G3_HeavyBond,G4_Kraft,False,1090,0.41103720242895064,19.442693502004,8.0,1.147792,0,,0.0,True,clean,2400
75,2024-01-17 20:30:00,G4_Kraft,G2_StandardBond,False,1255,0.35461346551137396,24.16623098947708,6.0,2.21431,0,,275.0,True,clean,2400
76,2024-01-17 21:20:00,G5_Newsprint,G1_LightBond,False,1180,0.39659655248550846,21.652784236984445,10.0,1.701801,0,,575.0,True,clean,2400
77,2024-01-17 22:10:00,G4_Kraft,G3_HeavyBond,True,455,0.7850632622041425,24.682286933697647,8.0,4.839488,1,165.0,410.0,True,recovered,2400
78,2024-01-17 23:00:00,G5_Newsprint,G1_LightBond,False,1110,0.43011167291384,20.28964479954105,12.0,2.52364,1,545.0,360.0,True,recovered,2400
79,2024-01-17 23:50:00,G3_HeavyBond,G1_LightBond,False,1110,0.48129041781652826,21.061553818928555,8.0,2.372118,0,,180.0,True,clean,2400
80,2024-01-18 00:40:00,G3_HeavyBond,G5_Newsprint,True,425,0.2840972565762781,23.62684760088117,8.0,2.274714,0,,420.0,True,clean,2400
81,2024-01-18 01:30:00,G4_Kraft,G3_HeavyBond,True,450,0.3061912551900517,23.159526879202183,4.0,2.151467,0,,305.0,True,clean,2400
82,2024-01-18 02:20:00,G4_Kraft,G5_Newsprint,False,1120,0.349031464321359,25.22362586307154,12.0,2.919571,1,460.0,1115.0,True,recovered,2400
83,2024-01-18 03:10:00,G2_StandardBond,G3_HeavyBond,False,1150,0.3509658538850278,25.59940727556713,4.0,2.279096,0,,690.0,True,clean,2400
84,2024-01-18 04:00:00,G3_HeavyBond,G5_Newsprint,False,1135,0.2825052468790821,23.49774804020849,12.0,2.559634,1,590.0,330.0,True,recovered,2400
85,2024-01-18 04:50:00,G5_Newsprint,G3_HeavyBond,False,1285,0.22331199777005536,20.515406166051573,4.0,1.270179,0,,0.0,True,clean,2400
86,2024-01-18 05:40:00,G3_HeavyBond,G2_StandardBond,True,470,0.300621387861452,21.201854382787005,12.0,1.501053,0,,280.0,True,clean,2400
87,2024-01-18 06:30:00,G4_Kraft,G2_StandardBond,False,1105,0.6476300974930478,24.55601291664773,10.0,4.610914,1,355.0,175.0,True,recovered,2400
88,2024-01-18 07:20:00,G2_StandardBond,G1_LightBond,True,420,0.2749173031807578,29.397737987120077,10.0,4.733614,1,130.0,430.0,True,recovered,2400
89,2024-01-18 08:10:00,G5_Newsprint,G4_Kraft,True,455,0.26056917565687426,19.356289523359923,8.0,1.841228,0,,90.0,True,clean,2400
90,2024-01-18 09:00:00,G4_Kraft,G1_LightBond,True,450,0.5068614247488283,27.153531811607607,6.0,5.47662,1,50.0,475.0,True,recovered,2400
91,2024-01-18 09:50:00,G1_LightBond,G4_Kraft,False,1205,0.4656874532091881,22.781054941896755,8.0,1.764323,0,,25.0,True,clean,2400
92,2024-01-18 10:40:00,G1_LightBond,G3_HeavyBond,True,430,0.4020208456593058,20.855992601575522,6.0,2.76007,1,60.0,75.0,True,recovered,2400
93,2024-01-18 11:30:00,G2_StandardBond,G4_Kraft,True,470,0.5869108774374479,21.652522833255762,12.0,1.767648,0,,100.0,True,clean,2400
94,2024-01-18 12:20:00,G2_StandardBond,G4_Kraft,False,1240,0.3285676171382054,25.827197132474918,6.0,1.834752,0,,735.0,True,clean,2400
95,2024-01-18 13:10:00,G5_Newsprint,G2_StandardBond,False,1155,0.1349385076925806,26.760353288656294,6.0,2.139532,0,,465.0,True,clean,2400
96,2024-01-18 14:00:00,G2_StandardBond,G4_Kraft,False,1235,0.25460585908929323,19.628566025498746,10.0,1.145716,0,,0.0,True,clean,2400
97,2024-01-18 14:50:00,G2_StandardBond,G3_HeavyBond,False,1265,0.5677842115415952,24.450219924553178,6.0,2.321354,0,,265.0,True,clean,2400
98,2024-01-18 15:40:00,G4_Kraft,G5_Newsprint,False,1095,0.30169564236298296,26.98436406573017,12.0,3.337577,1,375.0,1030.0,True,recovered,2400
99,2024-01-18 16:30:00,G2_StandardBond,G3_HeavyBond,True,470,0.2772850200878335,28.1547603895501,4.0,2.078906,0,,290.0,True,clean,2400
100,2024-01-18 17:20:00,G5_Newsprint,G1_LightBond,True,430,0.4707747251218886,25.724099784275502,12.0,3.274835,1,140.0,430.0,True,recovered,2400
101,2024-01-18 18:10:00,G2_StandardBond,G4_Kraft,False,1285,0.3132441428717363,22.889665739130255,8.0,1.274719,0,,0.0,True,clean,2400
102,2024-01-18 19:00:00,G3_HeavyBond,G5_Newsprint,False,1250,0.31355667140167653,20.540280113141936,6.0,1.9692,0,,490.0,True,clean,2400
103,2024-01-18 19:50:00,G5_Newsprint,G3_HeavyBond,False,1200,0.28475055098185353,18.171679573082606,4.0,1.465062,0,,0.0,True,clean,2400
104,2024-01-18 20:40:00,G2_StandardBond,G4_Kraft,True,445,0.18720846753014608,23.61497565531555,12.0,1.475362,0,,0.0,True,clean,2400
105,2024-01-18 21:30:00,G4_Kraft,G5_Newsprint,False,1255,0.4055507891384912,18.66703964225227,6.0,2.060358,0,,555.0,True,clean,2400
106,2024-01-18 22:20:00,G1_LightBond,G4_Kraft,False,1305,0.42301340410912086,25.002340065201096,4.0,1.684727,0,,75.0,True,clean,2400
107,2024-01-18 23:10:00,G1_LightBond,G4_Kraft,False,1240,0.5183435533662273,20.60282609627413,6.0,1.871075,0,,30.0,True,clean,2400
108,2024-01-19 00:00:00,G2_StandardBond,G1_LightBond,False,1270,0.7663339478475273,22.815100407728004,6.0,3.036386,1,420.0,1100.0,True,recovered,2400
109,2024-01-19 00:50:00,G5_Newsprint,G3_HeavyBond,False,1150,0.4094455767878184,23.40700996634581,8.0,1.604425,0,,600.0,True,clean,2400
110,2024-01-19 01:40:00,G2_StandardBond,G4_Kraft,False,1290,0.5422082519549027,20.292599659549495,12.0,1.474595,0,,0.0,True,clean,2400
111,2024-01-19 02:30:00,G4_Kraft,G5_Newsprint,False,1110,0.6796594853266769,17.868577712630177,6.0,3.685241,1,450.0,1115.0,True,recovered,2400
112,2024-01-19 03:20:00,G4_Kraft,G2_StandardBond,True,415,0.2997109715840667,24.587346669130707,4.0,2.839197,1,105.0,420.0,True,recovered,2400
113,2024-01-19 04:10:00,G3_HeavyBond,G1_LightBond,False,1105,0.4938265181878778,23.69196929046712,10.0,2.967685,1,565.0,205.0,True,recovered,2400
114,2024-01-19 05:00:00,G2_StandardBond,G1_LightBond,False,1220,0.46831113691349324,27.738383384601587,8.0,3.724138,1,345.0,1225.0,True,recovered,2400
115,2024-01-19 05:50:00,G3_HeavyBond,G4_Kraft,False,1220,0.4409314187638068,20.700261889673808,8.0,1.418893,0,,0.0,True,clean,2400
116,2024-01-19 06:40:00,G1_LightBond,G3_HeavyBond,True,460,0.24011419966428665,20.803410512639303,6.0,1.483278,0,,0.0,True,clean,2400
117,2024-01-19 07:30:00,G2_StandardBond,G5_Newsprint,True,390,0.46074944926406247,18.93137293936899,12.0,2.415049,0,,65.0,True,clean,2400
118,2024-01-19 08:20:00,G4_Kraft,G3_HeavyBond,True,450,0.5139438568945962,21.8357626459104,4.0,2.052126,0,,370.0,True,clean,2400
119,2024-01-19 09:10:00,G2_StandardBond,G4_Kraft,True,435,0.3097048232894529,19.55691078964707,12.0,1.705965,0,,80.0,True,clean,2400
120,2024-01-19 10:00:00,G5_Newsprint,G2_StandardBond,False,1205,0.26914956791488087,21.623406203910474,6.0,1.291851,0,,0.0,True,clean,2400
121,2024-01-19 10:50:00,G3_HeavyBond,G2_StandardBond,False,1165,0.36568055014852985,18.948122635754665,10.0,1.615122,0,,660.0,True,clean,2400
122,2024-01-19 11:40:00,G4_Kraft,G1_LightBond,False,1130,0.46329525739435795,24.030826529480724,10.0,3.123172,1,340.0,1125.0,True,recovered,2400
123,2024-01-19 12:30:00,G3_HeavyBond,G2_StandardBond,True,465,0.4877593632947723,22.77694863056522,8.0,2.344705,0,,35.0,True,clean,2400
124,2024-01-19 13:20:00,G5_Newsprint,G4_Kraft,False,1115,0.34207887266364734,23.622870753780887,10.0,1.443215,0,,0.0,True,clean,2400
125,2024-01-19 14:10:00,G2_StandardBond,G4_Kraft,False,1275,0.19728851352431875,24.931478937667322,6.0,1.721188,0,,555.0,True,clean,2400
126,2024-01-19 15:00:00,G5_Newsprint,G1_LightBond,True,425,0.6480131532910162,21.46974718109115,6.0,2.689074,1,115.0,425.0,True,recovered,2400
127,2024-01-19 15:50:00,G1_LightBond,G4_Kraft,False,1300,0.33745004868378986,21.268872557464945,8.0,1.608823,0,,140.0,True,clean,2400
128,2024-01-19 16:40:00,G5_Newsprint,G3_HeavyBond,False,1275,0.5577304981042075,25.654280520831875,6.0,2.692275,1,570.0,870.0,True,recovered,2400
129,2024-01-19 17:30:00,G4_Kraft,G2_StandardBond,False,1165,0.428872274123966,26.252006576403986,12.0,3.393257,1,420.0,170.0,True,recovered,2400
130,2024-01-19 18:20:00,G4_Kraft,G2_StandardBond,False,1195,0.3662338164820869,18.626848279712252,10.0,1.664927,0,,830.0,True,clean,2400
131,2024-01-19 19:10:00,G4_Kraft,G5_Newsprint,True,420,0.3127004015020618,21.72493899483232,10.0,2.303903,0,,415.0,True,clean,2400
132,2024-01-19 20:00:00,G1_LightBond,G2_StandardBond,False,1160,0.5952728329645863,18.49626208805242,4.0,2.176069,0,,490.0,True,clean,2400
133,2024-01-19 20:50:00,G4_Kraft,G3_HeavyBond,True,425,0.36481426787980875,20.8997382084961,10.0,1.606064,0,,115.0,True,clean,2400
134,2024-01-19 21:40:00,G2_StandardBond,G4_Kraft,True,400,0.6434645549906083,23.8074641934957,12.0,2.178594,0,,85.0,True,clean,2400
135,2024-01-19 22:30:00,G2_StandardBond,G3_HeavyBond,False,1140,0.34921751921112454,21.850241278151397,6.0,1.596369,0,,570.0,True,clean,2400
136,2024-01-19 23:20:00,G3_HeavyBond,G4_Kraft,False,1175,0.2161502874645951,23.387453248366416,12.0,1.255562,0,,0.0,True,clean,2400
137,2024-01-20 00:10:00,G2_StandardBond,G4_Kraft,True,460,0.4338902676134069,18.890716135230043,6.0,1.446222,0,,0.0,True,clean,2400
138,2024-01-20 01:00:00,G2_StandardBond,G1_LightBond,False,1280,0.31099749246361996,24.602626973872475,6.0,2.666158,1,505.0,340.0,True,recovered,2400
139,2024-01-20 01:50:00,G1_LightBond,G2_StandardBond,False,1230,0.3926479408314002,22.3048914993437,8.0,2.020134,0,,50.0,True,clean,2400
140,2024-01-20 02:40:00,G4_Kraft,G2_StandardBond,False,1165,0.20528018200900555,23.868837891278176,10.0,1.898454,0,,730.0,True,clean,2400
141,2024-01-20 03:30:00,G4_Kraft,G3_HeavyBond,True,435,0.4889104428107358,23.719625184605718,10.0,2.603297,1,210.0,375.0,True,recovered,2400
142,2024-01-20 04:20:00,G1_LightBond,G5_Newsprint,False,1145,0.3251179637919225,16.932430955037358,12.0,1.525168,0,,405.0,True,clean,2400
143,2024-01-20 05:10:00,G3_HeavyBond,G5_Newsprint,False,1130,0.4047593059645047,22.83498587108494,4.0,2.525386,1,555.0,705.0,True,recovered,2400
144,2024-01-20 06:00:00,G3_HeavyBond,G1_LightBond,False,1085,0.19184939247670182,22.2727738850855,4.0,1.829563,0,,345.0,True,clean,2400
145,2024-01-20 06:50:00,G3_HeavyBond,G5_Newsprint,False,1230,0.5071183948725732,22.979352832585768,8.0,2.345715,0,,310.0,True,clean,2400
146,2024-01-20 07:40:00,G3_HeavyBond,G5_Newsprint,False,1170,0.33577323115269253,20.794476579124066,4.0,1.926865,0,,335.0,True,clean,2400
147,2024-01-20 08:30:00,G4_Kraft,G1_LightBond,False,1290,0.7081136032488401,23.933160925917907,4.0,4.955904,1,370.0,1300.0,True,recovered,2400
148,2024-01-20 09:20:00,G3_HeavyBond,G1_LightBond,False,1225,0.4713555614743593,18.707116876803273,8.0,2.272702,0,,980.0,True,clean,2400
149,2024-01-20 10:10:00,G4_Kraft,G5_Newsprint,True,405,0.5167332356115684,22.636670079427798,8.0,3.3587,1,120.0,415.0,True,recovered,2400
150,2024-01-20 11:00:00,G5_Newsprint,G2_StandardBond,False,1110,0.22584168866998588,24.47228479833424,4.0,1.9623,0,,435.0,True,clean,2400
151,2024-01-20 11:50:00,G5_Newsprint,G1_LightBond,True,395,0.38287262196747474,25.349427553420732,10.0,3.296687,1,150.0,350.0,True,recovered,2400
152,2024-01-20 12:40:00,G2_StandardBond,G5_Newsprint,True,455,0.5711493900427079,20.426529194243603,8.0,2.065091,0,,355.0,True,clean,2400
153,2024-01-20 13:30:00,G5_Newsprint,G4_Kraft,True,400,0.3790411546840623,23.924376897037135,4.0,2.485454,0,,170.0,True,clean,2400
154,2024-01-20 14:20:00,G2_StandardBond,G4_Kraft,True,420,0.38373603094524295,19.98091381569114,6.0,2.233715,0,,55.0,True,clean,2400
155,2024-01-20 15:10:00,G3_HeavyBond,G5_Newsprint,False,1320,0.37331326704297163,25.081876947583996,6.0,2.847016,1,555.0,165.0,True,recovered,2400
156,2024-01-20 16:00:00,G4_Kraft,G1_LightBond,False,1135,0.3252661028772318,24.19677221937185,4.0,3.031566,1,515.0,245.0,True,recovered,2400
157,2024-01-20 16:50:00,G5_Newsprint,G4_Kraft,False,1285,0.22423047615354866,24.526408896271096,8.0,1.510394,0,,665.0,True,clean,2400
158,2024-01-20 17:40:00,G1_LightBond,G2_StandardBond,True,475,0.4490471297289491,19.91435936931656,6.0,1.312717,0,,0.0,True,clean,2400
159,2024-01-20 18:30:00,G4_Kraft,G3_HeavyBond,True,465,0.5345924596982843,23.288633923654707,10.0,2.458773,0,,390.0,True,clean,2400
160,2024-01-20 19:20:00,G1_LightBond,G4_Kraft,False,1225,0.6717146794554699,26.75115878912083,12.0,2.542315,1,670.0,80.0,True,recovered,2400
161,2024-01-20 20:10:00,G4_Kraft,G1_LightBond,True,405,0.6083255177012429,21.12972811180219,6.0,3.79647,1,90.0,415.0,True,recovered,2400
162,2024-01-20 21:00:00,G3_HeavyBond,G5_Newsprint,False,1165,0.5172004198070692,21.089395452527178,8.0,2.311836,0,,785.0,True,clean,2400
163,2024-01-20 21:50:00,G2_StandardBond,G1_LightBond,False,1280,0.45500909315935456,25.883743741696975,4.0,3.600296,1,485.0,1085.0,True,recovered,2400
164,2024-01-20 22:40:00,G1_LightBond,G5_Newsprint,False,1140,0.7261494065076858,22.982809023995603,8.0,2.556217,1,570.0,240.0,True,recovered,2400
165,2024-01-20 23:30:00,G2_StandardBond,G5_Newsprint,True,430,0.34556406459551053,22.33395268265478,4.0,1.794806,0,,260.0,True,clean,2400
166,2024-01-21 00:20:00,G3_HeavyBond,G5_Newsprint,True,455,0.6056608079326722,21.668054520706793,4.0,2.82821,1,170.0,430.0,True,recovered,2400
167,2024-01-21 01:10:00,G3_HeavyBond,G1_LightBond,False,1230,0.5290183827396218,22.652297071451514,4.0,2.640439,1,555.0,335.0,True,recovered,2400
168,2024-01-21 02:00:00,G1_LightBond,G4_Kraft,True,400,0.2175579093971835,25.822487055160664,8.0,3.106578,1,20.0,135.0,True,recovered,2400
169,2024-01-21 02:50:00,G2_StandardBond,G3_HeavyBond,False,1120,0.6512146715336257,20.17582815425861,6.0,1.937892,0,,270.0,True,clean,2400
170,2024-01-21 03:40:00,G3_HeavyBond,G2_StandardBond,False,1155,0.5040451035502196,23.588212581097093,12.0,3.182758,1,585.0,770.0,True,recovered,2400
171,2024-01-21 04:30:00,G2_StandardBond,G3_HeavyBond,True,440,0.534047876308919,22.311349832831723,10.0,1.206566,0,,0.0,True,clean,2400
